_id,url,price,brand,cpu,memory,weight,screen_size,screen_resolution,graphic_name,graphic_type,storage,battery,refresh_rate
65486dac5b123315f9eefd16,https://www.newegg.com/ink-black-msi-summit-e14evo-a12m-026-work-business/p/N82E16834156153,1009,MSI,Intel Core i5-1240P 1.70 GHz,16GB,4.29 lbs.,14.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512 GB NVMe,72 whrs,60 Hz
65486dad5b123315f9eefd17,https://www.newegg.com/quiet-blue-asus-m6500xv-eb96-content-creation-home-personal/p/N82E16834236470,1399.99,ASUS,AMD Ryzen 9 7940HS 4.00 GHz,32GB,3.97 lbs.,15.6,1920 x 1080,NVIDIA GeForce RTX 4060 Laptop GPU,Dedicated Card,1 TB PCIe,70 whrs,144 Hz
65486dad5b123315f9eefd18,https://www.newegg.com/charcoal-gray-lg-14u70q-n-apc5u1/p/N82E16834325105,679.99,LG,Ryzen 5 5625U,8GB LPDDR4X,,14.0,1920 x 1200,AMD Radeon Graphics,,512 GB,,60 Hz
65486dad5b123315f9eefd19,https://www.newegg.com/classic-black-msi-modern-15-h-b13m-022us-work-business/p/N82E16834156558,699,MSI,Intel Core i5-13420H 2.10 GHz,32GB,3.75 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,39.3 whrs,60 Hz
65486dad5b123315f9eefd1a,https://www.newegg.com/charcoal-gray-lg-16u70q-n-apc7u1-home-personal/p/N82E16834325101,1299.99,LG,Intel Core i7-1260P 2.10 GHz,16GB,2.65 lbs.,16.0,2560 x 1600,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,80 whrs,60 Hz
65486dad5b123315f9eefd1b,https://www.newegg.com/steel-gray-acer-swift-x-14-sfx14-71g-76lc-content-creation-home-personal/p/N82E16834360295,1437.99,Acer,Intel Core i7-13700H 2.40 GHz,16 GB LPDDR5,3.42 lbs.,14.5,2880 x 1800,NVIDIA GeForce RTX 4050 Laptop GPU,Dedicated Card,1 TB PCIe,,60 Hz
65486dad5b123315f9eefd1c,https://www.newegg.com/quiet-blue-asus-vivobook-pro-k3500ph-db51-home-personal/p/N82E16834236061,934.99,ASUS,Itel Core i5-11300H 3.10 GHz,8GB,3.64 lbs.,15.6,1920 x 1080,NVIDIA GeForce GTX 1650 Max-Q,Dedicated Card,512 GB PCIe,63 whrs,60 Hz
65486dad5b123315f9eefd1d,https://www.newegg.com/steel-gray-acer-aspire-5-a515-58m-54lg-home-personal/p/N82E16834360278,599.99,Acer,Intel Core i5-1335U 1.30 GHz,16 GB LPDDR5,3.92 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,,60 Hz
65486dae5b123315f9eefd1e,https://www.newegg.com/abyss-blue-lenovo-ideapad-slim-5-82xg0019us-home-personal/p/N82E16834840210,619.99,Lenovo,AMD Ryzen 7 7730U 2.00 GHz,16GB,4.16 lbs.,16.0,1920 x 1200,AMD Radeon Graphics,Integrated Card,512 GB NVMe,56.6 whrs,60 Hz
65486dae5b123315f9eefd1f,https://www.newegg.com/black-asus-b1400cea-xh54-home-personal/p/2WC-000N-05DF7,511.75,ASUS,Intel Core i5-1135G7 4 Core Processor 2.4 GHz,8GB,1.94 Pounds,14.0,1920 x 1080,Integrated Graphics,Integrated Card,512 GB,,60 Hz
65486dae5b123315f9eefd20,https://www.newegg.com/steel-gray-acer-swift-go-16-sfg16-71-52sd-home-personal/p/N82E16834360293,799.99,Acer,Intel Core i5-1335U 1.30 GHz,8 GB LPDDR5,3.53 lbs.,16.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,,60 Hz
65486dae5b123315f9eefd21,https://www.newegg.com/obsidian-black-lg-17z90q-n-apb7u1-home-personal/p/N82E16834325103,1089,LG,Intel Core i7-1260P 2.10 GHz,16GB,2.98 lbs.,17.0,2560 x 1600,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,80 whrs,60 Hz
65486dae5b123315f9eefd22,https://www.newegg.com/hp-elitebook-860-g10/p/N82E16834841348,2060.99,HP,Intel Core i7-1370P (13th Gen),16GB,3.81 lb,16.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512GB M.2 SSD,76 whrs,60 Hz
65486dae5b123315f9eefd23,https://www.newegg.com/indie-black-asus-vivobook-15-oled-m1505ya-ds52-home-personal/p/N82E16834236383,690.99,ASUS,AMD Ryzen 5 7530U 2.00 GHz,8GB,3.75 lbs.,15.6,1920 x 1080,AMD Radeon Graphics,Integrated Card,512 GB PCIe,50 whrs,60 Hz
65486dae5b123315f9eefd24,https://www.newegg.com/indie-black-asus-vivobook-m1605ya-es74-home-personal/p/N82E16834236382,699.99,ASUS,AMD Ryzen 7 7730U 2.00 GHz,16GB,4.14 lbs.,16.0,1920 x 1200,AMD Radeon Graphics,Integrated Card,1 TB PCIe,42 whrs,60 Hz
65486dae5b123315f9eefd25,https://www.newegg.com/charcoal-gray-lg-gram-17z90r-n-apc5u1/p/N82E16834325104,1099.99,LG,i5-1340P,8GB,,17.0,2560 x 1600,,,512GB NVME Gen4,,60 Hz
65486dae5b123315f9eefd26,https://www.newegg.com/urban-silver-msi-prestige-16studio-a13vf-039us-work-business/p/N82E16834156458,1900.99,MSI,Intel Core i7-13700H 2.40 GHz,32GB,4.19 lbs.,16.0,2560 x 1600,NVIDIA GeForce RTX 4060 Laptop GPU,Dedicated Card,2 TB PCIe,82 whrs,60 Hz
65486dae5b123315f9eefd27,https://www.newegg.com/lcd-cover-0-black-aluminum-top-case-earl-grey-aluminum-asus-vivobook-pro-m7600re-nb74-content-cr/p/N82E16834236302,1199.99,ASUS,AMD Ryzen 7 6800H 3.20 GHz,16 GB LPDDR5,4.41 lbs.,16.0,3840 x 2400,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated Card,1 TB PCIe,96 whrs,60 Hz
65486dae5b123315f9eefd28,https://www.newegg.com/classic-black-msi-modern-15-b11m-024us-work-business/p/N82E16834156463,649,MSI,Intel Core i7-1195G7 2.90 GHz,16GB,3.52 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,39 whrs,60 Hz
65486dae5b123315f9eefd29,https://www.newegg.com/indie-black-asus-vivobook-k3405vf-ds51/p/N82E16834236447,699.99,ASUS,i5-13500H,8GB DDR4,,14.0,1920 x 1200,NVIDIA GeForce RTX 2050 Laptop GPU,,512GB M.2 NVMe™ PCIe® 3.0 SSD,90 whrs,60 Hz
65486dae5b123315f9eefd2a,https://www.newegg.com/carbon-gray-msi-prestige-14evo-a12m-054-work-business/p/N82E16834156406,899,MSI,Intel Core i7-1280P 1.80 GHz,32GB,3.60 lbs.,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,1 TB NVMe,52 whrs,60 Hz
65486dae5b123315f9eefd2b,https://www.newegg.com/midnight-black-asus-vivobook-s-k5404va-ds96/p/N82E16834236446,849.99,ASUS,i9-13900H,16GB LPDDR5,,14.5,2880 x 1800,Intel Iris Xe Graphics,,1TB PCIE G4 SSD,90 whrs,60 Hz
65486daf5b123315f9eefd2c,https://www.newegg.com/classic-black-msi-modern-15-b11m-022us-work-business/p/N82E16834156461,999,MSI,Intel Core i7-1195G7 2.90 GHz,16GB,3.52 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,39 whrs,60 Hz
65486daf5b123315f9eefd2d,https://www.newegg.com/abyss-blue-lenovo-ideapad-1-15iru7-83b40000us/p/N82E16834840402,379.99,Lenovo,Intel Core i3-1315U 1.20 GHz,8GB,3.57 lbs.,15.6,1920 x 1080,Intel UHD Graphics,Integrated Card,256 GB PCIe,42 whrs,60 Hz
65486daf5b123315f9eefd2e,https://www.newegg.com/black-asus-k3605vu-nb76/p/N82E16834236471,1199.99,ASUS,Intel Core i7-13700H 2.40 GHz,16GB,4.25 lbs.,16.0,1920 x 1200,NVIDIA GeForce RTX 4050 Laptop GPU,Dedicated Card,1 TB PCIe,70 whrs,60 Hz
65486daf5b123315f9eefd2f,https://www.newegg.com/steel-gray-acer-aspire-5-a515-58m-78jl-home-personal/p/N82E16834360267,699.99,Acer,Intel Core i7-1355U 1.70 GHz,16 GB LPDDR5,3.92 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,,60 Hz
65486daf5b123315f9eefd30,https://www.newegg.com/celestial-blue-asus-zenbook-pro-duo-15-oled-ux582zm-xs96t-content-creation/p/N82E16834236231,2913.99,ASUS,Intel Core i9-12900H 2.50 GHz,32 GB LPDDR5,5.16 lbs.,15.6,1920 x 1080,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,1 TB PCIe,92 whrs,60 Hz
65486daf5b123315f9eefd31,https://www.newegg.com/hp-elitebook-860-g10/p/N82E16834841365,1655.99,HP,Intel Core i5 13th Gen i5-1340P Dodeca-core (12 Core),16GB,6.65 pounds,16.0,1920 x 1200,,,256 GB,,60 Hz
65486daf5b123315f9eefd32,https://www.newegg.com/quiet-blue-asus-viewbook-pro-16-k6602vv-ds94/p/N82E16834236453,1453.99,ASUS,i9-13900H,16GB,,16.0,1920 x 1200,NVIDIA GeForce RTX 4060 Laptop GPU,,512 GB,150 whrs,60 Hz
65486daf5b123315f9eefd33,https://www.newegg.com/quiet-blue-asus-m1502qa-nb54-home-personal/p/N82E16834236468,429.99,ASUS,AMD Ryzen 5 5600H 3.30 GHz,16GB,3.75 lbs.,15.6,1920 x 1080,AMD Radeon Graphics,Integrated Card,512 GB PCIe,42 whrs,60 Hz
65486daf5b123315f9eefd34,https://www.newegg.com/urban-silver-msi-modern-14-c13m-621us-work-business/p/N82E16834156501,839.99,MSI,Intel Core i7-1355U 1.70 GHz,16GB,3.09 lbs.,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,1 TB NVMe,39.3 whrs,60 Hz
65486daf5b123315f9eefd35,https://www.newegg.com/classic-black-msi-modern-15-b12m-433us-work-business/p/N82E16834156480,379,MSI,Intel Core i3-1215U 1.20 GHz,8GB,3.85 lbs.,15.6,1920 x 1080,Intel UHD Graphics,Integrated Card,512 GB NVMe,52 whrs,60 Hz
65486daf5b123315f9eefd36,https://www.newegg.com/steel-gray-acer-aspire-5-a514-56m-576d-home-personal/p/N82E16834360276,757.99,Acer,Intel Core i7-1355U 1.70 GHz,16 GB LPDDR5,3.26 lbs.,14.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,,60 Hz
65486daf5b123315f9eefd37,https://www.newegg.com/dell-latitude-7340-2-in-1-fp5gt/p/N82E16834833294,1483.99,DELL,Intel Core i7 1365U 10-Core 5.2GHz,16GB,2.86 lbs,13.3,2560 x 1600,Intel Iris Xe Graphics,Integrated Card,512 GB,57 whrs,60 Hz
65486daf5b123315f9eefd38,https://www.newegg.com/ink-black-msi-summit-e14-a11scs-088-mainstream/p/N82E16834155666,1899,MSI,Intel Core i7-1185G7 3.00 GHz,16GB,2.84 lbs.,14.0,3840 x 2160,NVIDIA GeForce GTX 1650 Ti Max-Q,Dedicated Card,1 TB NVMe,52 whrs,60 Hz
65486daf5b123315f9eefd39,https://www.newegg.com/lenovo-ideapad-82qd003vus-home-personal/p/1TS-000E-18MK7,629.99,Lenovo,,8GB,,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,256 GB,,60 Hz
65486daf5b123315f9eefd3a,https://www.newegg.com/black-dell-latitude-7480-mainstream/p/1TS-000A-0FX34?Item=9SIADFMGH98340&cm_sp=SP-_-1866851-_-Pers_SubCategorySponsoredProduct-_-4-_-9SIADFMGH98340-_-32-_--_-16,187,DELL,"Intel® Core™ i7-6600U Processor 4M Cache, up to 3.40 GHz",16GB,,14.0,1920 x 1080,Intel HD Graphics 520,Integrated Card,256 GB,,60 Hz
65486daf5b123315f9eefd3b,https://www.newegg.com/classic-black-msi-modern-14-c11m-068us-work-business/p/N82E16834156464,419,MSI,Intel Core i5-1155G7 2.50 GHz,16GB,3.75 lbs.,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,39 whrs,60 Hz
65486daf5b123315f9eefd3c,https://www.newegg.com/indie-black-asus-s3504ya-ds77-home-personal/p/N82E16834236445,799.99,ASUS,AMD Ryzen 7 7730U 2.00 GHz,16GB,3.75 lbs.,15.6,1920 x 1080,AMD Radeon Graphics,Integrated Card,1 TB PCIe,50 whrs,60 Hz
65486db05b123315f9eefd3d,https://www.newegg.com/basalt-grey-asus-zenbook-s-13-ux5304va-xs76t/p/N82E16834236428,1399.99,ASUS,Intel Core i7-1335U 1.70GHz,32GB,2.2 lbs,13.3,2880 x 1800,Intel Iris Xe Graphics,,1 TB,65 whrs,60 Hz
65486db05b123315f9eefd3e,https://www.newegg.com/classic-black-msi-modern-14-c11m-064us-work-business/p/N82E16834156442,499,MSI,Intel Core i7-1195G7 2.90 GHz,8GB,3.75 lbs.,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB NVMe,39 whrs,60 Hz
65486db05b123315f9eefd3f,https://www.newegg.com/lunar-gray-msi-creator-z16-a11uet-048-content-creation-work-business/p/N82E16834156494,1199,MSI,Intel Core i7-11800H 2.30 GHz,16GB,5.07 lbs.,16.0,2560 x 1600,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,1 TB NVMe,90 whrs,60 Hz
65486db05b123315f9eefd40,https://www.newegg.com/black-dell-3000-chromebook-11-3110-home-personal/p/2WC-0009-01MM0,274.99,DELL,Intel Celeron N4500 2 Core Processor 1.10 GHz,4GB,3.54 Pounds,11.6,1366 x 768,Integrated Graphics,Integrated Card,32 GB,,60 Hz
65486db05b123315f9eefd41,https://www.newegg.com/classic-black-msi-modern-14-c7m-049us-work-business/p/N82E16834156445,499,MSI,AMD Ryzen 5 7530U 2.00 GHz,16GB,3.75 lbs.,14.0,1920 x 1080,AMD Radeon Graphics,Integrated Card,512 GB NVMe,39 whrs,60 Hz
65486db05b123315f9eefd42,https://www.newegg.com/tech-black-asus-zenbook-pro-14-oled-ux6404vv-ds94t-content-creation-home-personal/p/N82E16834236456,1781.99,ASUS,Intel Core i9-13900H 2.60 GHz,16GB,3.64 lbs.,14.5,2880 x 1800,NVIDIA GeForce RTX 4060 Laptop GPU,Dedicated Card,1 TB PCIe,76 whrs,120 Hz
65486db05b123315f9eefd43,https://www.newegg.com/abyss-blue-lenovo-ideapad-3-15iau7-everyday-value/p/1TS-000E-10SD7,729.99,Lenovo,Intel Core i5-1235U 1.30 GHz,8GB,3.59 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,256 GB,,60 Hz
65486db05b123315f9eefd44,https://www.newegg.com/indie-black-asus-vivobook-15-oled-m1505ya-es74-home-personal/p/N82E16834236384,849.99,ASUS,AMD Ryzen 7 7730U 2.00 GHz,16GB,3.75 lbs.,15.6,1920 x 1080,AMD Radeon Graphics,Integrated Card,1 TB PCIe,50 whrs,60 Hz
65486db05b123315f9eefd45,https://www.newegg.com/steel-gray-acer-swift-go-16-sfg16-71-7902-home-personal/p/N82E16834360294,1172.99,Acer,Intel Core i7-13700H 2.40 GHz,16 GB LPDDR5,3.53 lbs.,16.0,3200 x 2000,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,,60 Hz
65486db05b123315f9eefd46,https://www.newegg.com/classic-black-msi-modern-14-c7m-048us-work-business/p/N82E16834156444,499,MSI,AMD Ryzen 7 7730U 2.00 GHz,16GB,3.75 lbs.,14.0,1920 x 1080,AMD Radeon Graphics,Integrated Card,512 GB NVMe,39 whrs,60 Hz
65486db05b123315f9eefd47,https://www.newegg.com/basalt-grey-asus-zenbook-15-oled-um3504da-ds76-home-personal/p/N82E16834236463,1299.99,ASUS,AMD Ryzen 7 7735U 2.70 GHz,32 GB LPDDR5,3.09 lbs.,15.6,2880 x 1620,AMD Radeon 680M,Integrated Card,1 TB PCIe,67 whrs,120 Hz
65486db05b123315f9eefd48,https://www.newegg.com/beige-rose-msi-modern-14-c13m-606us-work-business/p/N82E16834156486,749.99,MSI,Intel Core i5-1335U 1.30 GHz,16GB,3.09 lbs.,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB NVMe,39 whrs,60 Hz
65486db05b123315f9eefd49,https://www.newegg.com/black-lenovo-20un00fuus-work-business/p/1TS-000E-132Z4,649.99,Lenovo,,16GB,1.99 lbs,No,2160 x 1350,,Integrated Card,256 GB,,60 Hz
65486db05b123315f9eefd4a,https://www.newegg.com/lunar-gray-msi-creator-z17-a12uht-048-content-creation/p/N82E16834156168,3214.99,MSI,Intel Core i9-12900H (Up to 5.00 GHz),32GB,6.79 lbs.,17.0,2560 x 1600,NVIDIA GeForce RTX 3080 Laptop GPU,Dedicated Card,2 TB NVMe,90 whrs,60 Hz
65486db05b123315f9eefd4b,https://www.newegg.com/urban-silver-msi-prestige-16evo-a13m-259us-work-business/p/N82E16834156436,1449.99,MSI,Intel Core i7-13700H 2.40 GHz,32GB,4.19 lbs.,16.0,2560 x 1600,Intel Iris Xe Graphics,Integrated Card,1 TB NVMe,82 whrs,60 Hz
65486db05b123315f9eefd4c,https://www.newegg.com/star-black-asus-expertbook-b1400cea-xh51-work-business/p/1TS-001A-050Z5,511.07,ASUS,Intel Core i5-1135G7 2.40 GHz,8GB,3.20 lbs.,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,256 GB PCIe,42 whrs,60 Hz
65486db05b123315f9eefd4d,https://www.newegg.com/hp-elitebook-640-g9-6c0z3ut-aba-work-business/p/N82E16834273808,949.99,HP,Intel Core i7-1265U 1.80 GHz,16GB,3.03 lbs.,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,42 whrs,60 Hz
65486db15b123315f9eefd4e,https://www.newegg.com/classic-black-msi-modern-15-b7m-223us-work-business/p/N82E16834156499,807.99,MSI,AMD Ryzen 7 7730U 2.00 GHz,16GB,3.85 lbs.,15.6,1920 x 1080,AMD Radeon Graphics,Integrated Card,1 TB NVMe,39.3 whrs,60 Hz
65486db15b123315f9eefd4f,https://www.newegg.com/star-black-asus-expertbook-b1500cea-xh51-work-business/p/N82E16834236195,899.99,ASUS,Intel Core i5-1135G7 2.40 GHz,8GB,3.81 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,256 GB,,60 Hz
65486db15b123315f9eefd50,https://www.newegg.com/black-acer-conceptd-5-cn516-73g-70xd-content-creation-work-business/p/N82E16834360288,2579.99,Acer,Intel Core i7-12700H 2.30 GHz,32 GB LPDDR5,5.29 lbs.,16.0,3072 x 1920,NVIDIA GeForce RTX 3070 Ti Laptop GPU,Dedicated Card,1 TB PCIe,,60 Hz
65486db15b123315f9eefd51,https://www.newegg.com/indie-black-asus-f1605va-ds52-home-personal/p/N82E16834236436,629,ASUS,Intel Core i5-13500H 2.60 GHz,8GB,4.14 lbs.,16.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,42 whrs,60 Hz
65486db15b123315f9eefd52,https://www.newegg.com/indie-black-asus-f1605va-ds74-home-personal/p/N82E16834236434,834.99,ASUS,Intel Core i7-13700H 2.40 GHz,16GB,4.14 lbs.,16.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,42 whrs,60 Hz
65486db15b123315f9eefd53,https://www.newegg.com/quiet-blue-asus-vivobook-f1502za-nb54-home-personal/p/N82E16834236465,579.99,ASUS,Intel Core i5-12500H 2.50 GHz,16GB,3.75 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,42 whrs,60 Hz
65486db15b123315f9eefd54,https://www.newegg.com/msi-prestige-13evo-a13m-074us/p/N82E16834156465,899,MSI,Intel core i7-1360P 2.2GHz,16GB,3.77 lbs,13.3,1920 x 1200,Intel Iris Xe Graphics,,1 TB PCIe,,60 Hz
65486db15b123315f9eefd55,https://www.newegg.com/steel-gray-acer-swift-x-14-sfx14-71g-5911-content-creation-home-personal/p/N82E16834360296,949.99,Acer,Intel Core i5-13500H 2.40 GHz,16 GB LPDDR5,3.42 lbs.,14.5,2560 x 1600,NVIDIA GeForce RTX 3050 Laptop GPU,Dedicated Card,512 GB PCIe,,60 Hz
65486db15b123315f9eefd56,https://www.newegg.com/p/1TS-000D-1AP19,434,HP,,16GB,,15.6,1366 x 768,Intel UHD Graphics,Integrated Card,512 GB,,60 Hz
65486db15b123315f9eefd57,https://www.newegg.com/carbon-gray-msi-modern-14-b11mou-496-mainstream/p/N82E16834156049,439.67,MSI,Intel Core i5-1155G7 2.50 GHz,8GB,2.62 lbs.,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB NVMe,39 whrs,60 Hz
65486db15b123315f9eefd58,https://www.newegg.com/ponder-blue-asus-um3504da-nb74/p/N82E16834236473,979.99,ASUS,AMD Ryzen 7 7735U 2.70 GHz,16GB,3.53 lbs.,15.6,1920 x 1080,AMD Radeon 680M,Integrated Card,512 GB PCIe,67 whrs,60 Hz
65486db15b123315f9eefd59,https://www.newegg.com/p/1TS-000A-0PEZ8,1499.55,,,16GB,,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB,,60 Hz
65486db15b123315f9eefd5a,https://www.newegg.com/platinum-grey-lenovo-ideapad-3-15itl05-81x800ekus-home-personal/p/N82E16834840403,299.99,Lenovo,Intel Core i3-1115G4 3.00 GHz,4GB,3.75 lbs.,15.6,1920 x 1080,Intel UHD Graphics,Integrated Card,128 GB PCIe,35 whrs,60 Hz
65486db15b123315f9eefd5b,https://www.newegg.com/silver-auusda-f146j4105-256-personal-business/p/1TS-00N1-00002?Item=9SIBRFSJZT6322&cm_sp=SP-_-2112898-_-Pers_SubCategorySponsoredProduct-_-5-_-9SIBRFSJZT6322-_-32-_--_-6,219.99,,,8GB,,14.1,1920 x 1080,Intel UHD Graphics 600,Integrated Card,256 GB,65 whrs,60 Hz
65486db15b123315f9eefd5c,https://www.newegg.com/asus-zenbook-pro-ux7602vi-ds96t/p/N82E16834236466,2699.99,ASUS,Intel Core i9-13900H 2.60 GHz,32GB,5.29 lbs.,16.0,3200 x 2000,NVIDIA GeForce RTX 4070 Laptop GPU,Dedicated Card,1 TB PCIe,96 whrs,120 Hz
65486db15b123315f9eefd5d,https://www.newegg.com/abyss-blue-lenovo-ideapad-slim-5i-82xf002sus-home-personal/p/N82E16834840212,849.99,Lenovo,Intel Core i7-1355U 1.70 GHz,16GB,4.16 lbs.,16.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,56.6 whrs,60 Hz
65486db25b123315f9eefd5e,https://www.newegg.com/p/1TS-002J-002V2,829.99,LG,Intel core i5-1340P,8GB LPDDR5 6000Mhz,,14.0,1920 x 1200,,Integrated Card,512 GB,,60 Hz
65486db25b123315f9eefd5f,https://www.newegg.com/carbon-gray-msi-prestige-14evo-a12m-012-work-business/p/N82E16834156165,786.7,MSI,Intel Core i5-1240P 1.70 GHz,16GB,3.60 lbs.,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB NVMe,52 whrs,60 Hz
65486db25b123315f9eefd60,https://www.newegg.com/black-dell-latitude-14-7430-home-personal/p/1TS-000A-0SJG2,1176.22,DELL,Intel Core i7-1265U 10 Core Processor 3.6 GHz,32GB,4.45 Pounds,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB,,60 Hz
65486db25b123315f9eefd61,https://www.newegg.com/classic-black-msi-modern-14-c12m-495us-work-business/p/N82E16834156481,499.99,MSI,Intel Core i3-1215U 1.20 GHz,8GB,2.62 lbs.,14.0,1920 x 1080,Intel UHD Graphics,Integrated Card,512 GB NVMe,39 whrs,60 Hz
65486db25b123315f9eefd62,https://www.newegg.com/lunar-gray-msi-creator-z16-a11uet-046-content-creation-work-business/p/N82E16834156232,1139,MSI,Intel Core i7-11800H 2.30 GHz,16GB,5.07 lbs.,16.0,2560 x 1600,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,512 GB NVMe,90 whrs,60 Hz
65486db25b123315f9eefd63,https://www.newegg.com/lunar-gray-msi-creator-z16p-b12uht-041-content-creation/p/N82E16834156172,2224.02,MSI,Intel Core i7-12700H (Up to 4.70 GHz),32GB,6.38 lbs.,16.0,2560 x 1600,NVIDIA GeForce RTX 3080 Laptop GPU,Dedicated Card,1 TB NVMe,90 whrs,60 Hz
65486db25b123315f9eefd64,https://www.newegg.com/black-asus-k6604ji-nb96/p/N82E16834236472,1959.99,ASUS,Intel Core i9-13980HX 2.20 GHz,16GB,4.19 lbs.,16.0,2560 x 1600,NVIDIA GeForce RTX 4070 Laptop GPU,Dedicated Card,1 TB PCIe,90 whrs,240 Hz
65486db25b123315f9eefd65,https://www.newegg.com/classic-black-msi-modern-15-h-b13m-021us-work-business/p/N82E16834156557,799,MSI,Intel Core i7-13620H 2.40 GHz,32GB,3.75 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,39.3 whrs,60 Hz
65486db25b123315f9eefd66,https://www.newegg.com/tech-black-asus-zenbook-pro-14-duo-oled-ux8402vv-ps96t-content-creation-home-personal/p/N82E16834236457,2399.99,ASUS,Intel Core i9-13900H 2.60 GHz,32GB,3.86 lbs.,14.5,2880 x 1800,NVIDIA GeForce RTX 4060 Laptop GPU,Dedicated Card,1 TB PCIe,76 whrs,120 Hz
65486db25b123315f9eefd67,https://www.newegg.com/hp-440-g9-6j8q6ut-aba-home-personal/p/1TS-000D-10YD6,599.99,HP,,16GB,,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,256 GB,,60 Hz
65486db25b123315f9eefd68,https://www.newegg.com/foggy-silver-asus-zenbook-14-up3404va-ds54t-s/p/N82E16834236438,999.99,ASUS,i5-1340P,16GB LPDDR5,,14.0,2880 x 1800,,,512GB M.2 NVMe PCIe 4.0 SSD,,60 Hz
65486db25b123315f9eefd69,https://www.newegg.com/hp-elitebook-1040-g9-6e5d0ut-aba-work-business/p/N82E16834273691,899.99,HP,Intel Core i5-1245U 1.60 GHz,16GB,2.56 lbs.,14.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,51 whrs,60 Hz
65486db25b123315f9eefd6a,https://www.newegg.com/safari-gold-acer-swift-x-sfx14-41g-r7yt-everyday-value/p/1TS-000X-03CU0,788.99,Acer,AMD Ryzen 5 5600U,8GB,3.06 lbs,14.0,,NVIDIA GeForce RTX 3050 Laptop GPU,,512 GB,,60 Hz
65486db25b123315f9eefd6b,https://www.newegg.com/quiet-blue-asus-viewbook-pro-16-k6602vv-es94/p/N82E16834236435,1672.99,ASUS,i9-13900H,16GB,,16.0,3200 x 2000,NVIDIA GeForce RTX 4060 Laptop GPU,Integrated Card,1TB M.2 NVMe™ PCIe® 4.0 SSD,150 whrs,60 Hz
65486db25b123315f9eefd6c,https://www.newegg.com/black-microsoft-surface-laptop-5-rbi-00026/p/N82E16834736806,1769.99,Microsoft,Intel Core i7 12th Gen i7-1265U,16GB,2.86 lb,13.5,2256 x 1504,Intel Iris Xe Graphics,,512 GB,,60 Hz
65486db25b123315f9eefd6d,https://www.newegg.com/silver-auusda-f152n95-16gb-work-business/p/1TS-00N1-00005?Item=9SIBRFSK074650&cm_sp=SP-_-2112898-_-Pers_SubCategorySponsoredProduct-_-5-_-9SIBRFSK074650-_-32-_--_-3,299.99,Auusda,Intel Alder Lake-N N95,16GB,3.7 lbs.,15.6,1920 x 1080,Intel UHD Graphics,Integrated Card,512 GB,65 whrs,60 Hz
