_id,url,price,brand,cpu,memory,weight,screen_size,screen_resolution,graphic_name,graphic_type,storage,battery,refresh_rate
654873b85b123315f9eefe53,https://www.newegg.com/hp-elitebook-1040-g10/p/N82E16834841387,1398.49,HP,Intel Core i5-1335U 10-Core (13th Gen),16GB,2.59 lb,14.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,256 GB,51 whrs,60 Hz
654873b85b123315f9eefe54,https://www.newegg.com/tech-black-asus-zenbook-pro-14-duo-oled-ux8402za-db76t-home-personal/p/N82E16834236277,2043.99,ASUS,Intel Core i7-12700H 2.30 GHz,32GB,3.86 lbs.,14.5,2880 x 1800,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,76 whrs,60 Hz
654873b85b123315f9eefe55,https://www.newegg.com/hp-zbook-firefly-g10/p/N82E16834841377,1622.11,HP,1.6 GHz Intel Core i5 10-Core (13th Gen),16GB,3.88 lb,16.0,1920 x 1200,NVIDIA RTX A500 Graphics,Dedicated Card,512 GB,76 whrs,60 Hz
654873b85b123315f9eefe56,https://www.newegg.com/hp-zbook-firefly-g10/p/N82E16834841350,1815.55,HP,Intel Core i7 12-Core (13th Gen) 2.2 GHz,16GB,3.2lb,14.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512GB PCIe SSD,51 whrs,60 Hz
654873b85b123315f9eefe57,https://www.newegg.com/black-msi-creator-m16-b13ve-1661us-content-creation-home-personal-work-business/p/N82E16834156573,1499,MSI,Intel Core i7-13620H 2.40 GHz,64GB,4.98 lbs.,16.0,2560 x 1600,NVIDIA GeForce RTX 4050 Laptop GPU,Dedicated Card,2 TB PCIe,53 whrs,60 Hz
654873b85b123315f9eefe58,https://www.newegg.com/hp-zbook-7z1b3ut-aba/p/N82E16834841370,1673.85,HP,Intel i7-1365U,32GB,3.79 lb,16.0,1920 x 1200,Nvidia T550,Dedicated Card,1 TB,,60 Hz
654873b85b123315f9eefe59,https://www.newegg.com/black-lenovo-thinkpad-p15v-gen-3/p/N82E16834840445,1658.93,Lenovo,AMD Ryzen 7 PRO 6850H Octa-core (8 Core) 3.20 GHz,32GB,4.81 lb,15.6,1920 x 1080,,,1 TB,,60 Hz
654873b85b123315f9eefe5a,https://www.newegg.com/hp-zbook-studio-g10/p/N82E16834841497,2478.15,HP,Intel Core i7-13800H 14-Core (13th Gen),16GB DDR5 RAM,1.77 kg,16.0,1920 x 1200,NVIDIA RTX A1000,,512GB M.2 PCIe SSD,86 whrs,60 Hz
654873b85b123315f9eefe5b,https://www.newegg.com/villi-black-lenovo-thinkpad-p14s-gen-4/p/N82E16834840342,1282.11,Lenovo,Intel Core i5 1340P / 1.9 GHz,16GB,2.95 lbs,14.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512 GB,,60 Hz
654873b85b123315f9eefe5c,https://www.newegg.com/asteroid-silver-hp-470-g10-470-17-inch-g10/p/N82E16834841513,1199.99,HP,Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) 1.70 GHz,16GB,4.59 lb,17.0,1920 x 1080,NVIDIA GeForce MX550,,512 GB,,60 Hz
654873b85b123315f9eefe5d,https://www.newegg.com/hp-zbook-firefly-g10/p/N82E16834841375,2041.93,HP,1.9 GHz Intel Core i7 14-Core (13th Gen),32GB,3.88 lb,16.0,2880 x 1800,Intel Iris Xe Graphics,Integrated Card,512 GB,76 whrs,60 Hz
654873b85b123315f9eefe5e,https://www.newegg.com/graphite-black-lenovo-thinkpad-e14-gen-5/p/N82E16834840333,642.82,Lenovo,AMD Ryzen 5 7530U Hexa-core (6 Core) 2 GHz,8GB,3.37 lb,14.0,1920 x 1200,AMD Radeon Graphics,Integrated Card,256 GB,,60 Hz
654873b85b123315f9eefe5f,https://www.newegg.com/hp-zbook-power-g10-a/p/N82E16834841486,1795.06,HP,AMD Ryzen 7 Pro 7840HS 3.8GHz,32GB,4.4 lbs,15.6,1920 x 1080,AMD Radeon 780M,Integrated Card,1 TB,,60 Hz
654873b95b123315f9eefe60,https://www.newegg.com/dell-latitude-3440/p/N82E16834833226,987.56,DELL,Intel Core I7 1355U 10-Core 5GHz,16GB,3.42 lbs,14.0,1920 x 1080,Intel UHD Graphics,Integrated Card,256 GB,65 whrs,60 Hz
654873b95b123315f9eefe61,https://www.newegg.com/dell-latitude-7340-05jjr/p/N82E16834833291,1705.55,DELL,Intel Core I7 1355U 10-Core 5GHz,16GB,2.55 lbs,13.3,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512 GB,57 whrs,60 Hz
654873b95b123315f9eefe62,https://www.newegg.com/hp-elitebook-1040-g10/p/N82E16834841388,1839,HP,Intel Core i5-1335U 10-Core (13th Gen),16GB,2.59 lb,14.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512 GB,51 whrs,60 Hz
654873b95b123315f9eefe63,https://www.newegg.com/platinum-microsoft-surface-laptop-go-3-xjc-00001/p/N82E16834736952,839,Microsoft,1.3 GHz Intel Core i5 10-Core (12th Gen),8GB,2.49 lb / 1.13 kg,12.4,1536 x 1024,Intel Iris Xe Graphics,Integrated Card,128 GB,,60 Hz
654873b95b123315f9eefe64,https://www.newegg.com/hp-zbook-power-g10-a/p/N82E16834841488,1700.34,HP,AMD Ryzen 7 Pro 7840HS 3.8GHz,16GB,4.4 lbs,15.6,1920 x 1080,AMD Radeon 780M,Integrated Card,512 GB,,60 Hz
654873b95b123315f9eefe65,https://www.newegg.com/silver-hp-elitebook-655-g10/p/N82E16834841323,1155.99,HP,AMD Ryzen 7 PRO R7-7730U Octo-core (8 Core),16GB,3.9 lbs.,15.6,1920 x 1080,AMD Radeon Graphics,,512 GB,,60 Hz
654873b95b123315f9eefe66,https://www.newegg.com/hp-zbook-firefly-g10/p/N82E16834841354,1419.48,HP,Intel Core i7 14-Core (13th Gen) 1.9 GHz,16GB,3.88lb,16.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512 GB,76 whrs,60 Hz
654873b95b123315f9eefe67,https://www.newegg.com/platinum-microsoft-surface-laptop-go-3-xlg-00001/p/N82E16834736947,1219.99,Microsoft,1.3 GHz Intel Core i5 10-Core (12th Gen),16GB,2.49 lb / 1.13 kg,12.4,1536 x 1024,Intel Iris Xe Graphics,Integrated Card,512 GB,,60 Hz
654873b95b123315f9eefe68,https://www.newegg.com/hp-zbook-firefly-g10/p/N82E16834841330,2129,HP,1.7 GHz Intel Core i7 10-Core (13th Gen),16GB,3.88 lb,16.0,1920 x 1200,NVIDIA T550,Dedicated Card,512 GB,,60 Hz
654873b95b123315f9eefe69,https://www.newegg.com/platinum-microsoft-surface-laptop-go-3-xk1-00001-content-creation-home-personal/p/N82E16834736920,799.99,Microsoft,Intel Core i5-1235U 1.30 GHz,8GB,2.49 lbs.,12.4,1536 x 1024,Intel Iris Xe Graphics,Integrated Card,256 GB,,60 Hz
654873b95b123315f9eefe6a,https://www.newegg.com/microsoft-laptop-5-platinum/p/N82E16834736881,1568.99,Microsoft,Intel Core i5 (12th Gen) 1245U / 1.6 GHz,16GB,2.8 lbs,13.5,2256 x 1504,Intel Iris Xe Graphics,,256 GB,47.4 whrs,60 Hz
654873b95b123315f9eefe6b,https://www.newegg.com/black-lenovo-thinkpad-p15v-gen-3/p/N82E16834840444,1863.34,Lenovo,Intel Core i5 12th Gen i5-12500H Dodeca-core (12 Core) 2.50 GHz,16GB,4.81 lb,15.6,1920 x 1080,,,512 GB,,60 Hz
654873b95b123315f9eefe6c,https://www.newegg.com/hp-zbook-firefly-g10/p/N82E16834841379,1681.93,HP,1.7 GHz Intel Core i7 10-Core (13th Gen),32GB,3.2 lb,14.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,1 TB,51 whrs,60 Hz
654873b95b123315f9eefe6d,https://www.newegg.com/hp-zbook-firefly-g10/p/N82E16834841329,2205.99,HP,1.7 GHz Intel Core i7 10-Core (13th Gen),32GB,3.88 lb,16.0,1920 x 1200,NVIDIA T550,Dedicated Card,1 TB,,60 Hz
654873ba5b123315f9eefe6e,https://www.newegg.com/hp-dragonfly-g4/p/N82E16834841444,2279,HP,Intel Core i7 13th Gen i7-1365U Deca-core (10 Core),16GB,2 - 2.9 lbs.,13.5,1920 x 1280,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,,60 Hz
654873ba5b123315f9eefe6f,https://www.newegg.com/dell-latitude-3340-2in1-vxcy2/p/N82E16834833300,933.55,DELL,Intel Core i3 1315U 6-Core 4.5GHz,8GB,2.97 lbs,13.3,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,256 GB,54 whrs,60 Hz
654873ba5b123315f9eefe70,https://www.newegg.com/platinum-microsoft-surface-laptop-go-3-xjd-00001/p/N82E16834736951,749,Microsoft,1.3 GHz Intel Core i5 10-Core (12th Gen),8GB,2.49 lb / 1.13 kg,12.4,1536 x 1024,Intel Iris Xe Graphics,Integrated Card,128 GB,,60 Hz
654873ba5b123315f9eefe71,https://www.newegg.com/platinum-microsoft-surface-laptop-5-r9i-00001/p/N82E16834736791,1666.99,Microsoft,Intel Core i5 12th Gen i5-1245U,16GB,2.80 lb,13.0,2256 x 1504,Intel Iris Xe Graphics,,512 GB,,60 Hz
654873ba5b123315f9eefe72,https://www.newegg.com/platinum-microsoft-surface-laptop-go-3-xk2-00001/p/N82E16834736948,949,Microsoft,1.3 GHz Intel Core i5 10-Core (12th Gen),8GB,2.49 lb / 1.13 kg,12.4,1536 x 1024,Intel Iris Xe Graphics,Integrated Card,256 GB,,60 Hz
654873ba5b123315f9eefe73,https://www.newegg.com/platinum-with-metal-palm-rest-microsoft-surface-laptop-4-5it-00001-content-creation/p/N82E16834736565,1871.99,Microsoft,Intel Core i7-1185G7 3.00 GHz,16 GB LPDDR4X,3.40 lbs.,15.0,2496 x 1664,Intel Iris Xe Graphics,Integrated Card,512 GB,47.4 whrs,60 Hz
654873ba5b123315f9eefe74,https://www.newegg.com/hp-zbook-firely-14-g10-a/p/N82E16834841494,1869.99,HP,3.8 GHz AMD Ryzen 7 PRO 7840HS 8-Core,32GB,3.1 lb,14.0,1920 x 1200,AMD Radeon 780M,Integrated Card,1 TB,,60 Hz
654873bb5b123315f9eefe75,https://www.newegg.com/hp-zbook-16-g10/p/N82E16834841598,3429.99,HP,"Intel Core i7-13850HX (up to 5.3 GHz with Intel Turbo Boost Technology, 30 MB L3 cache, 20 cores, 28 threads)",32GB,5.3 lb,16.0,3840 x 2400,NVIDIA RTX 2000,Dedicated Card,1 TB,,60 Hz
654873bb5b123315f9eefe76,https://www.newegg.com/hp-elitebook-650-g10/p/N82E16834841359,1294.39,HP,Intel Core i7 13th Gen i7-1355U Deca-core (10 Core),16GB,3.92 lb,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB,,60 Hz
654873bb5b123315f9eefe77,https://www.newegg.com/silver-hp-eliteone-870-g9/p/N82E16834841664,1519.99,HP,Intel Core i5-13500 14-Core (13th Gen),8GB,23.98 lb / 10.88 kg,27,2560 x 1440,Intel UHD Graphics 770,,256 GB,,60 Hz
654873c15b123315f9eefe78,https://www.newegg.com/mineral-gray-lenovo-thinkbook-g4-aba-21dl0053us/p/N82E16834646981,729.99,Lenovo,AMD Ryzen 5 5625U Hexa-core (6 Core) 2.30 GHz,16GB,,15.6,1920 x 1080,,Integrated Card,256 GB,,60 Hz
654873c65b123315f9eefe79,https://www.newegg.com/hp-zbook-firefly-g10/p/N82E16834841376,1849,HP,1.3 GHz Intel Core i5 10-Core (13th Gen),16GB,3.88 lb,16.0,1920 x 1200,NVIDIA RTX A500 Graphics,Dedicated Card,256 GB,76 whrs,60 Hz
654873cd5b123315f9eefe7a,https://www.newegg.com/titan-gray-dell-precision-3000-3480/p/N82E16834833347,1628.25,DELL,"Intel Core i7-1355U (1.70 GHz Base Frequency, up to 5.0 GHz burst frequency, 12 MB cache, 10 cores)",16GB,3.06 Lbs,14.0,1920 x 1080,Intel Iris Xe Graphics,,512 GB,54 whrs,60 Hz
654873d05b123315f9eefe7b,https://www.newegg.com/titan-gray-dell-precision-3000-3480/p/N82E16834833348,2083.99,DELL,"Intel Core i7-1370P (1.90 GHz Base Frequency, up to 5.2 GHz burst frequency, 24 MB cache, 14 cores)",16GB,3.06 Lbs,14.0,1920 x 1080,Intel Iris Xe Graphics,,512 GB,54 whrs,60 Hz
654873d25b123315f9eefe7c,https://www.newegg.com/hp-elitebook-860-g10/p/N82E16834841465,1176.22,HP,i5-1340P,16GB,1.73 Kg,16.0,1920 x 1200,Intel Iris Xe Graphics,,256 GB,76 whrs,60 Hz
654873d45b123315f9eefe7d,https://www.newegg.com/hp-zbook-power-g10-a/p/N82E16834841489,1469.99,HP,AMD Ryzen 5 Pro 7640HS 4.3GHz,16GB,4.4 lbs,15.6,1920 x 1080,AMD Radeon 660M,Integrated Card,512 GB,,60 Hz
654873d55b123315f9eefe7e,https://www.newegg.com/hp-elitebook-845-g10-8f820ut-aba/p/N82E16834841507,1251.16,HP,"AMD Ryzen 5 PRO 7540U (up to 4.9 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads)",16GB,3.05 lb,14.0,1920 x 1200,AMD Radeon Graphics,Integrated Card,256 GB,51 whrs,60 Hz
654873d65b123315f9eefe7f,https://www.newegg.com/hp-elitebook-865-g10/p/N82E16834841504,1507.99,HP,3.2 GHz AMD Ryzen 5 PRO 7540U 6-Core,16GB,3.99 lb,16.0,1920 x 1200,AMD Radeon 740M Graphics,Integrated Card,256 GB,51 whrs,60 Hz
654873d65b123315f9eefe80,https://www.newegg.com/msi-modern-14b-b11mou-1024/p/N82E16834156246,611.99,MSI,Intel Core i5-1155G7 2.50 GHz,8GB,2.62 lbs.,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB NVMe,39 whrs,60 Hz
654873dc5b123315f9eefe81,https://www.newegg.com/hp-zbook-firefly-14-g10-a/p/N82E16834841502,1672.54,HP,3.8 GHz AMD Ryzen 7 PRO 7840HS 8-Core,32GB,3.1 lb,14.0,1920 x 1200,AMD Radeon 780M Graphics,Integrated Card,512 GB,51 whrs,60 Hz
654873e05b123315f9eefe82,https://www.newegg.com/hp-zbook-studio-g10/p/N82E16834841495,2122.74,HP,Intel Core i7-13700H 14-Core (13th Gen),16GB DDR5 RAM,1.77 kg,16.0,1920 x 1200,NVIDIA RTX A1000,,512GB M.2 PCIe SSD,86 whrs,60 Hz
654873e25b123315f9eefe83,https://www.newegg.com/black-asus-zenbook-ux435eal-cs71-cb-mainstream/p/1TS-001A-0A6V5,589.99,ASUS,Intel Core i7 11th Gen,16GB,2.98,14.0,1920 x 1080,Intel Iris Xe Graphics,Integrated Graphics,1 TB,,60 Hz
654873e35b123315f9eefe84,https://www.newegg.com/hp-elitebook-1040-g10-878f3aa-aba/p/N82E16834841510,1795.99,HP,Intel Core i7-1360P 12-Core (13th Gen),16GB,2.59 lb,14.0,1920 x 1200,Intel Iris Xe,Integrated Card,512 GB,51 whrs,60 Hz
654873e85b123315f9eefe85,https://www.newegg.com/hp-zbook-power-g10-a/p/N82E16834841485,2268.67,HP,AMD Ryzen 7 Pro 7840HS 3.8GHz,32GB,4.4 lbs,15.6,1920 x 1080,Nvidia RTX A1000,Dedicated Card,1 TB,,60 Hz
654873eb5b123315f9eefe86,https://www.newegg.com/thunder-black-lenovo-thinkpad-t14-gen-3/p/N82E16834840345,1445.11,Lenovo,AMD Ryzen 7 PRO 6850U Octa-core (8 Core) 2.70 GHz,16GB,3.06 lb,14.0,1920 x 1200,AMD Radeon 680M,,512 GB,,60 Hz
654873ef5b123315f9eefe87,https://www.newegg.com/thinkpad-21e6007rus-mainstream/p/1TS-000E-10GA4,1148.95,Lenovo,,16GB,3.75 lbs,15.6,1920 x 1080,,Dedicated Card,1 TB,,60 Hz
654874015b123315f9eefe88,https://www.newegg.com/black-lenovo-v15-g2-alc-work-business/p/1TS-000E-18PF3,509,Lenovo,AMD Ryzen 5 5500U 2.40GHz,16GB,3 - 3.9 lbs.,15.6,1920 x 1080,AMD Radeon Graphics,Integrated Card,1 TB,,60 Hz
654874015b123315f9eefe89,https://www.newegg.com/lenovo-thinkpad-e15-gen-4-work-business/p/1TS-000E-168A6,849.99,Lenovo,"AMD Ryzen 5 5625U (6C / 12T, 2.3 / 4.3GHz, 3MB L2 / 16MBL3)",16GB,3.92 lbs,15.6,1920 x 1080,AMD Radeon Graphics,Integrated Card,512 GB,,60 Hz
654874045b123315f9eefe8a,https://www.newegg.com/black-lenovo-thinkpad-x1-carbon-11th-gen-mainstream/p/1TS-000E-18N58,1849,Lenovo,,32GB,,14.0,,Integrated Graphics,Integrated Card,1 TB,,60 Hz
654874085b123315f9eefe8b,https://www.newegg.com/0-black-asus-vivobook-pro-k6501zm-eb74-content-creation-home-personal/p/N82E16834236260,1179.99,ASUS,Intel Core i7-12650H 2.30 GHz,16GB,4.63 lbs.,15.6,2880 x 1620,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,1 TB PCIe,76 whrs,60 Hz
6548740f5b123315f9eefe8c,https://www.newegg.com/black-dell-inspiron-3520-mainstream/p/1TS-000A-0W9J6,899.99,DELL,12th Generation Intel Core i7-1255U 8-Core Processor 1.70GHz Up to 4.70GHz,64GB,4,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated,1 TB,41 whrs,60 Hz
654874165b123315f9eefe8d,https://www.newegg.com/black-hp-tpn-q242-home-personal/p/1TS-000D-1FBR1,499,HP,AMD Ryzen 3 5300U 2.60 GHz,32GB,3.24 lbs.,14.0,1366 x 768,AMD Radeon Graphics,Integrated Card,1 TB PCIe,,60 Hz
6548742a5b123315f9eefe8e,https://www.newegg.com/blue-lenovo-ideapad-3-15itl6-home-personal/p/1TS-000E-18M16,578,Lenovo,Intel Core i5-1155G7 2.50 GHz,16GB,3.74 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,,60 Hz
6548742c5b123315f9eefe8f,https://www.newegg.com/white-msi-sword15001-mainstream/p/1TS-0016-02VF5,1169.99,MSI,11th Generation Intel Core i7-11800H Processor 2.30GHz Up to 4.60GHz,16GB,4.6,15.6,1920 x 1080,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Dedicated,1 TB,,60 Hz
654874305b123315f9eefe90,https://www.newegg.com/black-dell-inspiron-3511-mainstream/p/1TS-000A-0VBV3,775,DELL,11th Generation Intel Core i7-1165G7 Quad Core Processor 2.80GHz Up to 4.70GHz,32GB,4,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated,512 GB,41 whrs,60 Hz
654874315b123315f9eefe91,https://www.newegg.com/p/1TS-000E-18NN6,1879.99,Lenovo,,32GB,,17.3,3840 x 2160,NVIDIA RTX A2000,Dedicated Card,2 TB,,60 Hz
6548743b5b123315f9eefe92,https://www.newegg.com/silver-hp-hd-15-dy2073dx-mainstream/p/1TS-000D-0ZDF0,760,HP,11th Generation Intel Core i7-1165G7 Quad Core Processor 2.80GHz Up to 4.70GHz,16GB,3.75,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated,512 GB,,60 Hz
6548743c5b123315f9eefe93,https://www.newegg.com/aluminum-black-bmax-s13a-work-business/p/1TS-00FU-00006,229,bmax,Intel N3350,8GB,1.3kg,13.3,1920 x 1080,Intel HD Graphics 500,Integrated Card,256 GB,,60 Hz
6548743e5b123315f9eefe94,https://www.newegg.com/p/1TS-000E-17CR8,659.79,,Intel Core i5 11th Gen,20GB,3 - 3.9 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Dedicated Card,512 GB,,60 Hz
6548743e5b123315f9eefe95,https://www.newegg.com/black-dell-inspiron-3520-work-business/p/1TS-000A-0ZBC9,425,DELL,,8GB,,15.6,1920 x 1080,Intel UHD Graphics,,256 GB,,60 Hz
654874495b123315f9eefe96,https://www.newegg.com/graphite-black-lenovo-thinkpad-e14-gen-5/p/N82E16834840331,952.05,Lenovo,Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) 1.70 GHz,16GB,3.11 lb,14.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,512 GB,,60 Hz
6548744f5b123315f9eefe97,https://www.newegg.com/black-dell-inspiron-3501-mainstream/p/1TS-000A-0E7G3,547.79,DELL,10th Generation Intel Core i5-1035G1 Processor 1.00 GHz Up to 3.60GHz,16GB,4,15.6,1920 x 1080,Intel UHD Graphics 630,Integrated,256 GB,,60 Hz
654874555b123315f9eefe98,https://www.newegg.com/natural-silver-hp-envy-17-cg1075cl-home-personal/p/1TS-000D-0UWT2,1399.99,HP,"Intel® Core™ i7-1165G7 (up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads)",16GB,,17.3,,NVIDIA GeForce MX450,,256 GB PCIe,,60 Hz
654874575b123315f9eefe99,https://www.newegg.com/silver-hp15hd-15-dy2093-mainstream/p/1TS-000D-0P2R8,773.79,HP,"11th Generation Intel Core i5-1135G7 Quad core processor at 2.40 GHz base frequency, up to 4.20 GHz with Intel Turbo Boost Technology",32GB,4,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated,2 TB,,60 Hz
654874585b123315f9eefe9a,https://www.newegg.com/silver-hp-elitebook-830-g9-8q7f4u8-aba-work-business/p/N82E16834841653,779.99,HP,Intel Core i5-1245U 1.60 GHz,16GB,,13.3,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,256 GB PCIe,38 whrs,60 Hz
654874595b123315f9eefe9b,https://www.newegg.com/hp-elitebook-865-g10/p/N82E16834841506,1656.68,HP,3.3 GHz AMD Ryzen 7 PRO 7840U 8-Core,16GB,3.99 lb,16.0,1920 x 1200,AMD Radeon 780M Graphics,Integrated Card,512 GB,51 whrs,60 Hz
6548745f5b123315f9eefe9c,https://www.newegg.com/black-acer-travelmate-spin-b3/p/N82E16834360298,398.99,Acer,,4GB,3.09,11.6,1366 x 768,Intel UHD Graphics,Integrated Card,128 GB,,60 Hz
654874605b123315f9eefe9d,https://www.newegg.com/black-acer-travelmate-tmb311-33-c3fm-education/p/N82E16834360303,329.99,Acer,Intel N100,4GB,3.09 LB,11.6,1366 x 768,Intel UHD Graphics,Integrated Card,128 GB PCIe,,60 Hz
654874605b123315f9eefe9e,https://www.newegg.com/core-black-msi-creator-17-b11ue-471-creating-designing/p/N82E16834156054,1573.99,MSI,Intel Core i7-11800H 2.30 GHz,16GB,5.40 lbs.,17.3 4K / UHD,3840 x 2160,NVIDIA GeForce RTX 3060 Laptop GPU,Dedicated Card,512 GB NVMe,99.9 whrs,60 Hz
654874645b123315f9eefe9f,https://www.newegg.com/dark-blue-dynabook-tecra-a50-a50-k1538-home-personal/p/N82E16834371054,1270.99,Dynabook,Intel Core i7-1260P 2.10 GHz,16GB,3.59 lbs.,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,53 whrs,60 Hz
654874655b123315f9eefea0,https://www.newegg.com/hp-zbook-power-g10-a/p/N82E16834841642,2742.28,HP,AMD Ryzen 9 7940HS / 4 GHz,32 GB (2 x 16 GB),4.43 lbs,15.6,2560 x 1440,,,,,60 Hz
6548746a5b123315f9eefea1,https://www.newegg.com/solid-gray-msi-commercial-14-h-a13mg-003us-work-business/p/N82E16834156568,1180.51,MSI,Intel Core i7-13700H 2.40 GHz,32GB,3.31 lbs.,14.0,1920 x 1200,Intel Iris Xe Graphics,Integrated Card,1 TB PCIe,53.8 whrs,60 Hz
6548746a5b123315f9eefea2,https://www.newegg.com/thunder-black-lenovo-thinkpad-t14s-gen-3/p/N82E16834840346,1325,Lenovo,AMD Ryzen 7 PRO 6850U Octa-core (8 Core) 2.70 GHz,16GB,2.71 lb,14.0,1920 x 1200,AMD Radeon 680M,,512 GB,,60 Hz
654874705b123315f9eefea3,https://www.newegg.com/graphite-black-lenovo-thinkpad-e14-gen-5/p/N82E16834840324,930.35,Lenovo,Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) 1.30 GHz,16GB,3.3 lb,14.0,1920 x 1200,Intel Iris Xe Graphics,,512 GB,,60 Hz
654874705b123315f9eefea4,https://www.newegg.com/titan-gray-dell-precision-3000-3581/p/N82E16834833344,1555.99,DELL,"Intel Core i7-1355U (1.7 GHz base frequency, up to 5.0 GHz burst frequency, 12 MB cache, 10 cores)",16GB,3.56 Lbs,15.6,1920 x 1080,Intel Iris Xe Graphics,,512 GB,54 whrs,60 Hz
654874705b123315f9eefea5,https://www.newegg.com/titan-gray-dell-precision-3000-3480/p/N82E16834833346,2028.91,DELL,"Intel Core i7-1370P (1.90 GHz Base Frequency, up to 5.2 GHz burst frequency, 24 MB cache, 14 cores)",32GB,3.06 Lbs,14.0,1920 x 1080,NVIDIA RTX A500 Graphics with 4GB GDDR6 Memory,,512 GB,54 whrs,60 Hz
654874725b123315f9eefea6,https://www.newegg.com/hp-elitebook-865-g10/p/N82E16834841505,1449.21,HP,3.3 GHz AMD Ryzen 7 PRO 7840U 8-Core,16GB,3.99 lb,16.0,1920 x 1200,AMD Radeon 780M Graphics,Integrated Card,512 GB,51 whrs,60 Hz
654874755b123315f9eefea7,https://www.newegg.com/dell-latitude-5540/p/N82E16834833242,1535.99,DELL,Intel Core i7 1370P 14-Core 5.2GHz,16GB,3.56 lbs,15.6,1920 x 1080,Intel Integrated Graphics,Integrated Card,512 GB,54 whrs,60 Hz
6548747b5b123315f9eefea8,https://www.newegg.com/titan-gray-dell-precision-3000-3581/p/N82E16834833339,2045.28,DELL,Intel Core i7 13th Gen i7-13800H Tetradeca-core (14 Core),32GB,1.79 kg,15.6,1920 x 1080,,,512 GB,64 whrs,60 Hz
6548747d5b123315f9eefea9,https://www.newegg.com/hp-zbook-power-g10-a/p/N82E16834841643,2349.99,HP,AMD Ryzen 9 7940HS / 4 GHz,64 GB (2 x 32 GB),4.43 lbs,15.6,2560 x 1440,,,,,60 Hz
6548747e5b123315f9eefeaa,https://www.newegg.com/hp-zbook-firely-14-g10-a/p/N82E16834841493,1559.46,HP,3.8 GHz AMD Ryzen 7 PRO 7840HS 8-Core,16GB,3.1 lb,14.0,1920 x 1200,AMD Radeon 780M,Integrated Card,512 GB,,60 Hz
654876d55b123315f9eefeac,https://www.newegg.com/black-lenovo-thinkpad-x1-nano-gen-1-20un000aus-mainstream/p/1B4-001H-02KF4,1548.99,Lenovo,Intel Core i7-1160G7 2.10 GHz,16GB,1.99 lbs.,13.0,2160 x 1350,Intel Iris Xe Graphics,Integrated Card,256 GB PCIe,48 whrs,720pCameras Hz
654876d65b123315f9eefead,https://www.newegg.com/silver-hp15hd-15-dy2093-mainstream/p/1TS-000D-0KZ39,686.89,HP,"11th Generation Intel Core i5-1135G7 Quad core processor at 2.40 GHz base frequency, up to 4.20 GHz with Intel Turbo Boost Technology",32GB,4,15.6,1920 x 1080,Intel Iris Xe Graphics,Integrated,256 GB,,60 Hz
654876d65b123315f9eefeae,https://www.newegg.com/dell-latitude-5540/p/N82E16834833240,1505.55,DELL,Intel Core i7 1365U 10-Core 5.2 GHz,16GB,3.56 lbs,15.6,1920 x 1080,Intel Integrated Graphics,Integrated Card,256 GB,54 whrs,60 Hz
654876d65b123315f9eefeaf,https://www.newegg.com/slate-blue-hp-dragonfly-g4-work-business-workstation/p/N82E16834841441,2129,HP,Intel Core i7 13th Gen i7-1355U Deca-core (10 Core),32GB,2 - 2.9 lbs.,13.5,1920 x 1280,Intel Iris Xe Graphics,Integrated Card,512 GB PCIe,,60 Hz
654876d65b123315f9eefeb0,https://www.newegg.com/p/1TS-000E-0X3R0,253.84,Lenovo,,8GB,,11.6,1366 x 768,Intel UHD Graphics 600,Integrated Card,64 GB,,60 Hz
