Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND)
hp,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,41,19990000
hp,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.69,41,19990000
hp,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,51,21290000
hp,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,1.74,41.04,20590000
hp,Intel,3,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.53,43,16590000
hp,Intel,3,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.517,43,16590000
hp,Intel,5,12,4.4,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.72,41.04,18790000
hp,Intel,3,13,4.5,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.68,41,15290000
hp,Intel,3,12,4.4,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.74,41,14990000
lenovo,Intel,3,12,4.4,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.63,45,13890000
lenovo,AMD,5,7,4.3,8,LPDDR5,5500,256,15.6,1920x1080,60,AMD,1.58,42,12690000
hp,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,1.74,41.04,20590000
lenovo,AMD,5,5,4.3,8,DDR4,3200,512,14,1920x1080,60,AMD,1.43,38,13190000
lenovo,Intel,3,12,4.4,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.63,45,10990000
lenovo,AMD,5,7,4.5,16,DDR4,3200,512,14,1920x1080,60,AMD,1.17,47,17990000
lenovo,AMD,7,5,4.3,16,DDR4,3200,512,15.6,1920x1080,60,AMD,1.61,42,13990000
lenovo,Intel,3,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.63,45,14690000
lenovo,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.85,57,19490000
lenovo,AMD,5,5,4.2,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.25,45,18990000
lenovo,Intel,5,11,4.5,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.65,45,14490000
lenovo,Intel,5,12,4.4,16,LPDDR5,4800,512,15.6,1920x1080,60,Intel,1.62,47,15490000
lenovo,Intel,7,12,4.7,16,DDR4,3200,1024,15.6,1920x1080,60,Intel,1.63,45,18990000
lenovo,Intel,5,12,4.4,16,LPDDR5,4800,1024,15.6,1920x1080,60,Intel,1.62,47,16490000
lenovo,Intel,7,13,4.9,16,DDR5,5200,512,15.6,1920x1080,144,NVIDIA,2.4,60,31990000
lenovo,Intel,5,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.44,56.5,18990000
lenovo,Intel,3,11,4.1,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.65,45,10490000
lenovo,Intel,7,13,5,16,LPDDR5,5200,512,14,1920x1200,60,Intel,1.49,71,28990000
lenovo,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.63,45,17990000
lenovo,Intel,5,12,4.4,16,LPDDR5,4800,512,14,2880x1800,90,Intel,1.42,56.5,24990000
lenovo,Intel,5,13,4.6,16,DDR5,5200,512,15.6,1920x1080,144,NVIDIA,2.4,60,28990000
lenovo,Intel,5,13,4.7,16,DDR5,5200,512,16,2560x1600,165,NVIDIA,2.4,80,36990000
lenovo,Intel,7,11,4.7,16,DDR4,3200,1024,13,2160x1350,60,Intel,1.168,41,36490000
lenovo,Intel,7,11,4.7,16,LPDDR4X,4266,1024,13.3,2560x1600,60,Intel,0.966,50,34990000
lenovo,Intel,5,11,4.2,8,DDR4,3200,512,13,2160x1350,60,Intel,1.168,41,28490000
lenovo,Intel,7,12,4.7,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,45,28690000
lenovo,Intel,5,12,4.4,16,LPDDR5,4800,512,14,2880x1800,90,Intel,1.42,71,30990000
lenovo,Intel,5,13,4.6,16,LPDDR5,5200,512,14,1920x1200,60,Intel,1.49,71,25990000
lenovo,Intel,7,12,4.7,16,DDR4,3200,512,14,1920x1080,60,Intel,1.64,45,25690000
lenovo,Intel,7,13,5,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,45,25990000
lenovo,Intel,7,12,4.7,16,LPDDR5,4800,512,14,2880x1800,90,Intel,1.42,56.5,27990000
lenovo,Intel,5,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.4,60,23690000
lenovo,Intel,5,13,4.6,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,45,22590000
lenovo,Intel,5,13,4.6,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.67,38,17990000
lenovo,AMD,5,5,4.3,8,DDR4,3200,256,14,1920x1080,60,AMD,1.43,45,14890000
lenovo,Intel,3,13,4.5,8,DDR4,3200,512,14,1920x1080,60,Intel,1.41,38,13690000
lenovo,AMD,5,5,4.3,8,DDR4,3200,512,15.6,1920x1080,60,AMD,1.7,38,13990000
lenovo,Intel,3,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.63,45,11790000
dell,Intel,3,12,4.4,8,DDR4,3200,512,15.6,1920x1080,120,Intel,1.67,41,14790000
dell,Intel,3,12,4.4,8,DDR4,2666,256,15.6,1920x1080,120,Intel,1.9,41,13690000
dell,Intel,3,12,4.4,8,DDR4,2666,256,15.6,1920x1080,120,Intel,1.83,41,13990000
lenovo,Intel,7,13,5,16,DDR4,3200,512,16,1920x1200,60,Intel,1.97,47,27890000
dell,Intel,5,12,4.4,8,DDR4,2666,512,15.6,1920x1080,120,Intel,1.9,41,18990000
dell,Intel,3,12,4.4,8,DDR4,2666,512,15.6,1920x1080,120,Intel,1.9,41,14490000
dell,Intel,7,13,5,16,DDR4,3200,512,15.6,1920x1080,120,NVIDIA,1.65,54,25290000
dell,Intel,5,13,4.6,16,DDR4,2666,512,15.6,1920x1080,120,Intel,1.66,41,19990000
dell,Intel,5,12,4.4,8,DDR4,2666,256,15.6,1920x1080,120,Intel,1.9,41,18590000
dell,Intel,5,13,4.6,8,DDR4,2666,512,15.6,1920x1080,120,Intel,1.66,41,18490000
dell,Intel,7,13,5,8,DDR4,2666,512,15.6,1920x1080,120,Intel,1.66,54,21990000
dell,Intel,5,13,4.6,8,DDR4,2666,512,14,1920x1080,60,Intel,1.44,41,18490000
dell,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,120,NVIDIA,1.9,41,19790000
dell,Intel,5,12,4.4,8,DDR4,3200,256,16,1920x1080,60,Intel,1.87,54,19790000
dell,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,120,Intel,1.67,41,19490000
dell,Intel,5,12,4.4,8,DDR4,2666,512,14,1920x1080,60,Intel,1.49,41,17590000
dell,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,120,NVIDIA,1.63,41,20990000
dell,Intel,5,13,4.6,8,LPDDR5,4800,512,14,1920x1200,60,Intel,1.58,54,24190000
dell,Intel,7,12,4.7,8,DDR4,3200,512,16,1920x1200,60,Intel,1.87,54,25190000
dell,Intel,7,13,5,16,DDR5,4800,512,15.6,3456x2160,60,NVIDIA,1.92,86,74490000
dell,Intel,7,13,5,16,LPDDR5,6400,512,13.4,3456x2160,60,Intel,1.28,55,59990000
dell,Intel,5,13,4.6,16,LPDDR5,6000,512,13.4,3456x2160,60,Intel,1.26,55,54990000
dell,Intel,7,13,4.9,16,DDR5,4800,512,15.6,1920x1080,165,NVIDIA,2.81,86,40990000
dell,Intel,7,13,5,16,LPDDR5,4800,1024,14,2560x1600,120,NVIDIA,1.531,54,32490000
dell,Intel,5,13,4.6,16,LPDDR5,4800,512,14,2560x1600,120,NVIDIA,1.78,54,29790000
dell,Intel,7,13,5,16,LPDDR5,4800,1024,14,1920x1200,60,Intel,1.531,54,27090000
dell,Intel,7,13,5,16,LPDDR5,4800,512,14,1920x1200,60,Intel,1.62,54,29490000
dell,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,NVIDIA,1.46,41,26290000
dell,Intel,5,13,4.6,16,LPDDR5,4800,512,16,1920x1200,60,Intel,1.9,54,25690000
dell,Intel,5,13,4.6,8,LPDDR5,4800,512,16,1920x1200,60,Intel,1.9,54,23190000
dell,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,120,Intel,1.63,41,18190000
asus,AMD,5,7,4.3,16,LPDDR5,5500,512,15.6,1920x1080,60,AMD,1.63,42,14490000
dell,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,NVIDIA,1.49,41,19990000
asus,Intel,3,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,42,12290000
asus,Intel,3,11,4.1,8,DDR4,3200,256,14,1920x1080,60,Intel,1.55,37,10990000
asus,Intel,5,12,4.5,16,DDR4,3200,1024,15.6,1920x1080,144,NVIDIA,2.2,56,25990000
asus,Intel,5,11,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.3,48,19990000
asus,Intel,,,2.8,4,DDR4,2400,256,15.6,1366x768,60,Intel,1.8,37,7890000
asus,Intel,5,13,4.6,16,DDR4,3200,512,16,1920x1200,60,Intel,1.88,42,18990000
asus,Intel,5,13,4.7,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,50,20990000
asus,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,42,17990000
asus,Intel,5,13,4.7,16,DDR4,3200,512,14,1920x1200,60,Intel,1.5,50,21990000
asus,Intel,7,11,4.6,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.3,48,22990000
asus,Intel,3,12,4.4,8,DDR4,2933,512,14,1920x1080,60,Intel,1.4,42,11990000
asus,Intel,5,11,4.5,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.3,48,22990000
asus,Intel,7,13,5,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,42,22990000
asus,Intel,5,11,4.2,16,DDR4,2933,512,15.6,1920x1080,60,Intel,1.8,37,14990000
asus,Intel,7,13,5,16,DDR4,2933,512,15.6,1920x1080,60,Intel,1.7,50,24490000
asus,Intel,5,11,4.5,16,DDR4,3200,512,17.3,1920x1080,144,NVIDIA,2.6,48,20990000
asus,Intel,5,12,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,56,23990000
asus,Intel,5,13,4.7,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,50,20490000
asus,Intel,5,13,4.6,16,DDR4,2933,512,14,1920x1080,60,Intel,1.4,42,18490000
asus,Intel,3,11,4.1,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.8,37,11290000
asus,Intel,5,13,4.6,16,LPDDR5,4800,512,14,2880x1800,90,Intel,1.39,75,27990000
asus,Intel,5,13,4.7,16,DDR4,3200,512,14,2880x1800,90,NVIDIA,1.4,63,29490000
asus,Intel,5,13,4.7,16,DDR4,3200,512,14,2880x1800,90,Intel,1.4,63,22990000
asus,Intel,9,13,5.4,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,50,24990000
asus,Intel,5,12,4.5,16,DDR4,2933,512,15.6,1920x1080,60,Intel,1.7,50,19990000
asus,Intel,3,13,4.5,8,DDR4,3200,256,14,1920x1200,60,Intel,1.5,50,16990000
asus,AMD,5,7,4.3,8,LPDDR5,5500,512,15.6,1920x1080,60,AMD,1.63,42,13990000
asus,AMD,7,4,4.2,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.1,56,22990000
asus,AMD,9,7,5.4,32,DDR5,4800,1024,17.3,2560x1440,240,NVIDIA,3,90,90000000
asus,Intel,7,13,5,16,LPDDR5,4800,512,14,2880x1800,90,Intel,1.5,75,33990000
asus,Intel,5,12,4.4,8,LPDDR5,4800,512,14,2880x1800,90,Intel,1.39,75,25490000
asus,Intel,9,13,5.4,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,90,40990000
asus,Intel,7,13,4.9,16,DDR5,4800,512,16,1920x1200,165,NVIDIA,2.5,90,43990000
asus,Intel,9,13,5.6,64,DDR5,4800,2048,18,2560x1600,240,NVIDIA,3.1,90,125000000
asus,AMD,9,7,5.4,32,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.67,90,125000000
asus,Intel,9,13,5.6,32,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.5,90,95000000
asus,Intel,9,12,5,32,DDR5,4800,1024,15.6,2560x1440,240,NVIDIA,2.3,90,69990000
asus,Intel,7,13,5,16,LPDDR5,4800,1024,14,2880x1800,90,Intel,0.99,63,49990000
asus,Intel,7,13,4.9,16,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.5,90,60990000
asus,AMD,7,7,4.7,16,DDR5,4800,512,14,1920x1200,144,NVIDIA,1.72,76,42990000
asus,AMD,9,7,5.2,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.2,90,45490000
asus,Intel,7,13,5,32,LPDDR5,5500,1024,13.3,2880x1800,60,Intel,1,63,44990000
asus,Intel,7,13,5,16,LPDDR5,5500,512,13.3,2880x1800,60,Intel,1,63,39990000
asus,Intel,5,13,4.6,8,DDR5,4800,512,16,1920x1200,165,NVIDIA,2.5,90,37990000
asus,Intel,7,12,4.7,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2,76,35990000
asus,AMD,7,7,4.7,16,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.2,90,34490000
asus,Intel,,,4.5,16,LPDDR5X,5200,512,14,2880x1800,120,Intel,1.2,75,28990000
asus,Intel,7,13,5,16,LPDDR5,4800,512,14,2880x1800,90,Intel,1.39,75,31990000
asus,Intel,7,12,4.7,16,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.2,90,32990000
asus,Intel,5,13,4.6,16,LPDDR5,4800,512,14,2880x1800,90,Intel,1.5,75,29990000
asus,Intel,9,13,5.4,16,DDR4,3200,512,14,2880x1800,90,Intel,1.4,63,26990000
asus,Intel,9,13,5.4,32,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.1,90,80990000
acer,Intel,5,13,4.6,16,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,1.7,50,20490000
asus,Intel,3,13,4.5,8,DDR4,3200,512,14,1920x1200,60,Intel,1.6,42,14990000
acer,Intel,5,12,4.4,8,DDR4,2400,512,15.6,1920x1080,60,Intel,1.7,40,15990000
acer,Intel,5,11,4.2,8,DDR4,2400,256,15.6,1920x1080,60,Intel,1.7,36.7,13990000
acer,Intel,3,,3.8,8,LPDDR5,4800,256,15.6,1920x1080,60,Intel,1.7,40,9990000
acer,Intel,5,11,4.2,8,DDR4,2666,512,14,1920x1080,60,Intel,1.46,48,15490000
acer,Intel,5,11,4.2,8,DDR4,2400,512,15.6,1920x1080,60,Intel,1.7,36.7,14990000
acer,Intel,5,11,4.5,8,DDR4,2666,512,15.6,1920x1080,60,Intel,1.8,48,17990000
acer,Intel,,,2.8,4,DDR4,2400,256,14,1366x768,60,Intel,1.45,36,6990000
acer,Intel,3,13,4.5,8,LPDDR5,4800,512,15.6,1920x1080,60,Intel,1.7,50,13090000
acer,Intel,,,3.3,4,DDR4,2400,256,14,1366x768,60,Intel,1.45,36,7990000
acer,Intel,5,11,4.2,16,DDR4,2666,512,14,1920x1080,60,NVIDIA,1.4,56,25990000
acer,Intel,5,11,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,57,23790000
acer,AMD,5,5,4.3,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.1,50,21990000
acer,Intel,3,12,4.4,8,DDR4,2400,256,15.6,1920x1080,60,Intel,1.7,40,13490000
acer,Intel,5,11,4.2,8,DDR4,2666,512,14,1920x1080,60,Intel,1.4,56,22490000
acer,Intel,3,12,4.4,8,DDR4,2400,512,15.6,1920x1080,60,Intel,1.7,40,13990000
acer,Intel,5,12,4.4,16,LPDDR4X,4267,512,14,2160x1440,60,Intel,1.2,56,23990000
acer,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.1,50,21490000
acer,Intel,3,,3.8,8,LPDDR5,5200,512,14,1920x1080,60,Intel,1.4,40,11790000
acer,Intel,3,11,4.1,4,DDR4,2400,256,15.6,1920x1080,60,Intel,1.7,36.7,11290000
acer,Intel,5,11,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,57.5,24990000
acer,Intel,5,13,4.6,8,DDR5,5200,512,15.6,1920x1080,144,NVIDIA,2.1,57,26990000
acer,Intel,5,12,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.5,57.5,27990000
acer,Intel,7,11,4.7,16,DDR4,2666,1024,14,1920x1080,60,Intel,1.4,56,29790000
acer,Intel,5,12,4.4,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.1,50,22990000
acer,Intel,7,13,5,8,DDR5,4800,512,16,2560x1600,165,NVIDIA,2.6,90,38990000
acer,Intel,5,13,4.7,8,DDR5,4800,512,16,2560x1600,165,NVIDIA,2.6,90,35990000
acer,Intel,7,12,4.7,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.5,57.5,31990000
acer,Intel,5,13,4.6,16,DDR5,5200,512,15.6,1920x1080,144,NVIDIA,2.1,57,23990000
acer,Intel,5,11,4.2,16,LPDDR4X,4266,512,14,1920x1080,60,Intel,1.19,56,22990000
acer,Intel,3,11,4.1,8,DDR4,2400,256,15.6,1920x1080,60,Intel,1.7,36.7,
acer,Intel,5,11,4.2,8,DDR4,3200,1024,14,1920x1080,60,Intel,1.46,48,14990000
acer,Intel,9,13,5.4,32,DDR5,5600,2048,18,2560x1600,240,NVIDIA,3.1,90,
acer,Intel,5,13,4.7,8,DDR5,4800,512,17.3,1920x1080,165,NVIDIA,3,90,
acer,Intel,9,13,5.4,32,DDR5,5600,2048,16,2560x1600,240,NVIDIA,2.6,90,
acer,Intel,7,13,5,16,DDR5,4800,512,16,2560x1600,165,NVIDIA,2.6,90,
msi,Intel,3,11,4.1,8,DDR4,3200,512,14,1920x1080,60,Intel,1.4,39,11990000
msi,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,39.3,13990000
msi,AMD,5,7,4.5,16,DDR4,3200,512,15.6,1920x1080,60,AMD,1.75,39.3,14990000
msi,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,1.86,52.4,22490000
msi,AMD,5,7,4.55,16,DDR5,4800,512,15.6,1920x1080,144,AMD,2.25,53.5,18490000
msi,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,1.86,52.4,17990000
msi,Intel,7,11,4.6,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,1.86,52.4,20490000
msi,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,1.86,52.4,18990000
msi,AMD,7,7,4.5,16,DDR4,3200,512,15.6,1920x1080,60,AMD,1.75,39.3,16990000
msi,Intel,7,12,4.7,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.25,53.5,27490000
msi,Intel,5,12,4.4,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,39.3,14490000
msi,AMD,5,7,4.5,8,DDR4,3200,512,14,1920x1080,60,AMD,1.4,39.3,13990000
msi,Intel,5,11,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,1.86,51,16490000
msi,Intel,7,12,4.7,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,1.98,53.5,25490000
msi,Intel,5,11,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,1.86,52.4,18490000
msi,Intel,7,12,4.7,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,1.98,53.5,30490000
msi,Intel,7,13,4.9,8,DDR5,5200,512,15.6,1920x1080,144,NVIDIA,2.25,53.5,27990000
msi,Intel,5,13,4.7,16,LPDDR5,4800,512,14,1920x1200,60,Intel,1.49,72,26990000
msi,Intel,7,13,4.9,16,DDR5,5200,1024,15.6,1920x1080,144,NVIDIA,2.25,53.5,31990000
msi,Intel,7,13,5,16,LPDDR5,4800,1024,13.3,1920x1200,60,Intel,0.99,75,33990000
msi,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.4,39.3,21490000
msi,Intel,5,12,4.4,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,1.98,53.5,18990000
msi,Intel,7,12,4.7,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,39.3,19490000
lg,Intel,7,13,5,16,LPDDR5,6000,1024,17,2560x1600,60,Intel,1.35,80,50990000
msi,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,39.3,18490000
lg,Intel,7,13,5,16,LPDDR5,6000,512,16,2560x1600,60,Intel,1.999,80,46990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,16,3200x2000,120,Intel,1.25,80,43990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,15.6,1920x1080,60,Intel,0.99,60,42990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,14,2880x1800,90,Intel,0.999,72,38990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,14,1920x1200,60,Intel,1.25,72,37990000
lg,Intel,7,13,5,16,LPDDR5,6000,512,14,1920x1200,60,Intel,0.999,72,38990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,256,14,1920x1200,60,Intel,0.999,72,32490000
hp,Intel,7,13,5,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.59,41,
hp,Intel,7,12,4.7,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,,25990000
hp,Intel,7,12,4.7,16,DDR4,3200,512,14,1920x1080,60,Intel,1.37,51,26990000
hp,Intel,7,13,5,16,LPDDR4X,4266,1024,13.5,1920x1280,60,Intel,1.36,66,49990000
hp,Intel,7,12,4.7,8,DDR5,4800,512,13.3,1920x1200,60,Intel,1.32,51,40990000
hp,Intel,9,12,5,16,DDR5,4800,512,16,2560x1600,120,NVIDIA,2.32,83,60990000
hp,Intel,7,13,5,16,DDR5,5200,512,16.1,1920x1080,144,NVIDIA,2.33,70,38990000
hp,Intel,7,12,4.7,8,DDR4,3200,512,13.3,1920x1080,60,Intel,1.28,,26990000
hp,AMD,5,7,5,16,DDR5,5600,512,16.1,1920x1080,144,NVIDIA,2.31,70,27590000
hp,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,,51,22990000
hp,Intel,7,13,5,16,LPDDR5,6400,512,13.3,1920x1200,60,Intel,1.21,51,43990000
hp,Intel,5,13,4.6,16,DDR4,3200,512,14,1920x1080,60,Intel,,51,21990000
hp,Intel,5,12,4.4,8,DDR5,4800,512,14,1920x1200,60,Intel,1.36,51,33990000
hp,Intel,5,12,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.29,70,26890000
hp,Intel,7,13,5,16,LPDDR5,6400,1024,14,1920x1200,60,Intel,1.21,51,48990000
hp,Intel,5,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.38,51,20990000
hp,Intel,7,12,4.7,8,DDR4,3200,512,14,1920x1080,60,Intel,1.46,41,21590000
hp,Intel,5,13,4.6,8,DDR4,3200,256,14,1920x1080,60,Intel,,51,20590000
hp,Intel,7,12,4.7,8,DDR4,3200,256,14,1920x1080,60,Intel,1.47,41,21190000
hp,Intel,7,13,5,16,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,2.29,70,34990000
hp,Intel,3,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.41,43,15290000
hp,Intel,5,12,4.4,8,DDR4,3200,512,14,1920x1080,60,Intel,1.41,43,17990000
hp,AMD,5,7,4.5,8,DDR5,4800,512,15.6,1920x1080,60,NVIDIA,,52.5,
hp,AMD,5,7,4.5,16,DDR5,4800,512,15.6,1920x1080,60,NVIDIA,2.29,52.5,
hp,Intel,5,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.41,43,18690000
hp,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,41,19790000
hp,Intel,7,13,5,16,DDR4,3200,512,13.3,1920x1080,60,Intel,1.28,42,27990000
hp,Intel,5,12,4.4,8,LPDDR4X,4266,512,13.3,2880x1800,60,Intel,1.34,66,
hp,Intel,7,12,4.7,16,LPDDR5,4800,512,14,1920x1200,60,Intel,1.35,51,50990000
hp,Intel,7,13,5,16,LPDDR5,6400,1024,13.5,1920x1280,60,Intel,0.99,68,51990000
hp,Intel,5,13,4.6,16,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,,52.5,
hp,Intel,5,13,4.7,16,DDR4,3200,1024,15.6,1920x1080,60,NVIDIA,2.29,70,
hp,Intel,3,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.46,41,12590000
hp,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.46,41,21990000
hp,Intel,5,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.47,41,17990000
hp,Intel,7,13,5,16,DDR4,3200,512,,1920x1080,60,NVIDIA,1.74,41,26590000
hp,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.59,41,18790000
hp,Intel,5,13,4.6,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.74,41,18990000
hp,Intel,7,12,4.7,8,DDR4,3200,512,14,1920x1080,60,Intel,1.47,41,22990000
hp,Intel,5,13,4.6,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.59,41,19590000
hp,Intel,7,12,4.7,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.29,70,30990000
hp,Intel,5,12,4.4,8,DDR4,3200,256,13.3,1920x1080,60,Intel,1.28,,21990000
hp,Intel,7,12,4.7,16,DDR4,3200,512,14,1920x1080,60,Intel,1.38,51,26990000
hp,Intel,5,13,4.6,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.74,41,18990000
hp,Intel,5,13,4.6,16,DDR4,3200,512,14,1920x1080,60,Intel,1.46,41,19590000
hp,Intel,7,13,5,16,DDR4,3200,512,,1920x1080,60,Intel,1.74,41,25290000
hp,Intel,7,12,4.7,16,DDR5,4800,512,14,1920x1200,60,Intel,1.36,51,39990000
hp,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,51,22990000
hp,Intel,9,13,5.4,32,DDR5,5600,1024,16.1,2560x1440,240,NVIDIA,2.3,83,69990000
hp,Intel,7,13,5,32,DDR5,4800,1024,16.1,2560x1440,240,NVIDIA,2.3,83,58990000
hp,Intel,7,13,5,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,41,23990000
hp,Intel,5,12,4.4,16,DDR4,3200,512,15.6,1920x1080,60,Intel,1.74,41,20990000
hp,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,Intel,1.46,41,18790000
hp,Intel,7,13,4.9,8,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,2.29,70,31990000
hp,Intel,7,13,4.9,16,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,2.29,70,32990000
hp,Intel,5,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.46,41,17690000
hp,Intel,3,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.47,41,14190000
